# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-23 14:12:34 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09073300 ROARING FORK RIVER AB DIFFICULT C NR ASPEN, CO.
# -----------------------------------------------------------------------------------
#
# Data provided for site 09073300
#    DD parameter   Description
#    01   00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	tz_cd	01_00060	01_00060_cd
USGS	09073300	2013-06-01 15:15	MDT	84	A
USGS	09073300	2013-06-01 15:30	MDT	84	A
USGS	09073300	2013-06-01 15:45	MDT	86	A
USGS	09073300	2013-06-01 16:00	MDT	86	A
USGS	09073300	2013-06-01 16:15	MDT	87	A
USGS	09073300	2013-06-01 16:30	MDT	87	A
USGS	09073300	2013-06-01 16:45	MDT	90	A
USGS	09073300	2013-06-01 17:00	MDT	90	A
USGS	09073300	2013-06-01 17:15	MDT	89	A
USGS	09073300	2013-06-01 17:30	MDT	92	A
USGS	09073300	2013-06-01 17:45	MDT	94	A
USGS	09073300	2013-06-01 18:00	MDT	95	A
USGS	09073300	2013-06-01 18:15	MDT	99	A
USGS	09073300	2013-06-01 18:30	MDT	100	A
USGS	09073300	2013-06-01 18:45	MDT	102	A
USGS	09073300	2013-06-01 19:00	MDT	106	A
USGS	09073300	2013-06-01 19:15	MDT	107	A
USGS	09073300	2013-06-01 19:30	MDT	109	A
USGS	09073300	2013-06-01 19:45	MDT	113	A
USGS	09073300	2013-06-01 20:00	MDT	117	A
USGS	09073300	2013-06-01 20:15	MDT	119	A
USGS	09073300	2013-06-01 20:30	MDT	123	A
USGS	09073300	2013-06-01 20:45	MDT	125	A
USGS	09073300	2013-06-01 21:00	MDT	125	A
USGS	09073300	2013-06-01 21:15	MDT	129	A
USGS	09073300	2013-06-01 21:30	MDT	127	A
USGS	09073300	2013-06-01 21:45	MDT	129	A
USGS	09073300	2013-06-01 22:00	MDT	129	A
USGS	09073300	2013-06-01 22:15	MDT	131	A
USGS	09073300	2013-06-01 22:30	MDT	131	A
USGS	09073300	2013-06-01 22:45	MDT	131	A
USGS	09073300	2013-06-01 23:00	MDT	131	A
USGS	09073300	2013-06-01 23:15	MDT	131	A
USGS	09073300	2013-06-01 23:30	MDT	129	A
USGS	09073300	2013-06-01 23:45	MDT	129	A
USGS	09073300	2013-06-02 00:00	MDT	129	A
USGS	09073300	2013-06-02 00:15	MDT	131	A
USGS	09073300	2013-06-02 00:30	MDT	129	A
USGS	09073300	2013-06-02 00:45	MDT	129	A
USGS	09073300	2013-06-02 01:00	MDT	129	A
USGS	09073300	2013-06-02 01:15	MDT	129	A
USGS	09073300	2013-06-02 01:30	MDT	127	A
USGS	09073300	2013-06-02 01:45	MDT	127	A
USGS	09073300	2013-06-02 02:00	MDT	125	A
USGS	09073300	2013-06-02 02:15	MDT	125	A
USGS	09073300	2013-06-02 02:30	MDT	125	A
USGS	09073300	2013-06-02 02:45	MDT	123	A
USGS	09073300	2013-06-02 03:00	MDT	123	A
USGS	09073300	2013-06-02 03:15	MDT	121	A
USGS	09073300	2013-06-02 03:30	MDT	121	A
USGS	09073300	2013-06-02 03:45	MDT	119	A
USGS	09073300	2013-06-02 04:00	MDT	121	A
USGS	09073300	2013-06-02 04:15	MDT	121	A
USGS	09073300	2013-06-02 04:30	MDT	117	A
USGS	09073300	2013-06-02 04:45	MDT	117	A
USGS	09073300	2013-06-02 05:00	MDT	117	A
USGS	09073300	2013-06-02 05:15	MDT	117	A
USGS	09073300	2013-06-02 05:30	MDT	117	A
USGS	09073300	2013-06-02 05:45	MDT	115	A
USGS	09073300	2013-06-02 06:00	MDT	113	A
USGS	09073300	2013-06-02 06:15	MDT	113	A
USGS	09073300	2013-06-02 06:30	MDT	111	A
USGS	09073300	2013-06-02 06:45	MDT	111	A
USGS	09073300	2013-06-02 07:00	MDT	111	A
USGS	09073300	2013-06-02 07:15	MDT	113	A
USGS	09073300	2013-06-02 07:30	MDT	111	A
USGS	09073300	2013-06-02 07:45	MDT	109	A
USGS	09073300	2013-06-02 08:00	MDT	109	A
USGS	09073300	2013-06-02 08:15	MDT	109	A
USGS	09073300	2013-06-02 08:30	MDT	109	A
USGS	09073300	2013-06-02 08:45	MDT	107	A
USGS	09073300	2013-06-02 09:00	MDT	107	A
USGS	09073300	2013-06-02 09:15	MDT	107	A
USGS	09073300	2013-06-02 09:30	MDT	107	A
USGS	09073300	2013-06-02 09:45	MDT	107	A
USGS	09073300	2013-06-02 10:00	MDT	107	A
USGS	09073300	2013-06-02 10:15	MDT	107	A
USGS	09073300	2013-06-02 10:30	MDT	107	A
USGS	09073300	2013-06-02 10:45	MDT	106	A
USGS	09073300	2013-06-02 11:00	MDT	106	A
USGS	09073300	2013-06-02 11:15	MDT	106	A
USGS	09073300	2013-06-02 11:30	MDT	104	A
USGS	09073300	2013-06-02 11:45	MDT	104	A
USGS	09073300	2013-06-02 12:00	MDT	102	A
USGS	09073300	2013-06-02 12:15	MDT	104	A
USGS	09073300	2013-06-02 12:30	MDT	102	A
USGS	09073300	2013-06-02 12:45	MDT	102	A
USGS	09073300	2013-06-02 13:00	MDT	104	A
USGS	09073300	2013-06-02 13:15	MDT	102	A
USGS	09073300	2013-06-02 13:30	MDT	102	A
USGS	09073300	2013-06-02 13:45	MDT	100	A
USGS	09073300	2013-06-02 14:00	MDT	100	A
USGS	09073300	2013-06-02 14:15	MDT	100	A
USGS	09073300	2013-06-02 14:30	MDT	100	A
USGS	09073300	2013-06-02 14:45	MDT	100	A
USGS	09073300	2013-06-02 15:00	MDT	100	A
USGS	09073300	2013-06-02 15:15	MDT	99	A
USGS	09073300	2013-06-02 15:30	MDT	102	A
USGS	09073300	2013-06-02 15:45	MDT	104	A
USGS	09073300	2013-06-02 16:00	MDT	106	A
USGS	09073300	2013-06-02 16:15	MDT	106	A
USGS	09073300	2013-06-02 16:30	MDT	107	A
USGS	09073300	2013-06-02 16:45	MDT	109	A
USGS	09073300	2013-06-02 17:00	MDT	111	A
USGS	09073300	2013-06-02 17:15	MDT	113	A
USGS	09073300	2013-06-02 17:30	MDT	117	A
USGS	09073300	2013-06-02 17:45	MDT	121	A
USGS	09073300	2013-06-02 18:00	MDT	125	A
USGS	09073300	2013-06-02 18:15	MDT	131	A
USGS	09073300	2013-06-02 18:30	MDT	135	A
USGS	09073300	2013-06-02 18:45	MDT	139	A
USGS	09073300	2013-06-02 19:00	MDT	150	A
USGS	09073300	2013-06-02 19:15	MDT	152	A
USGS	09073300	2013-06-02 19:30	MDT	154	A
USGS	09073300	2013-06-02 19:45	MDT	157	A
USGS	09073300	2013-06-02 20:00	MDT	164	A
USGS	09073300	2013-06-02 20:15	MDT	164	A
USGS	09073300	2013-06-02 20:30	MDT	166	A
USGS	09073300	2013-06-02 20:45	MDT	169	A
USGS	09073300	2013-06-02 21:00	MDT	169	A
USGS	09073300	2013-06-02 21:15	MDT	169	A
USGS	09073300	2013-06-02 21:30	MDT	169	A
USGS	09073300	2013-06-02 21:45	MDT	174	A
USGS	09073300	2013-06-02 22:00	MDT	171	A
USGS	09073300	2013-06-02 22:15	MDT	171	A
USGS	09073300	2013-06-02 22:30	MDT	171	A
USGS	09073300	2013-06-02 22:45	MDT	174	A
USGS	09073300	2013-06-02 23:00	MDT	171	A
USGS	09073300	2013-06-02 23:15	MDT	174	A
USGS	09073300	2013-06-02 23:30	MDT	171	A
USGS	09073300	2013-06-02 23:45	MDT	171	A
USGS	09073300	2013-06-03 00:00	MDT	166	A
USGS	09073300	2013-06-03 00:15	MDT	174	A
USGS	09073300	2013-06-03 00:30	MDT	166	A
USGS	09073300	2013-06-03 00:45	MDT	166	A
USGS	09073300	2013-06-03 01:00	MDT	166	A
USGS	09073300	2013-06-03 01:15	MDT	166	A
USGS	09073300	2013-06-03 01:30	MDT	164	A
USGS	09073300	2013-06-03 01:45	MDT	164	A
USGS	09073300	2013-06-03 02:00	MDT	161	A
USGS	09073300	2013-06-03 02:15	MDT	159	A
USGS	09073300	2013-06-03 02:30	MDT	154	A
USGS	09073300	2013-06-03 02:45	MDT	159	A
USGS	09073300	2013-06-03 03:00	MDT	159	A
USGS	09073300	2013-06-03 03:15	MDT	152	A
USGS	09073300	2013-06-03 03:30	MDT	150	A
USGS	09073300	2013-06-03 03:45	MDT	152	A
USGS	09073300	2013-06-03 04:00	MDT	150	A
USGS	09073300	2013-06-03 04:15	MDT	148	A
USGS	09073300	2013-06-03 04:30	MDT	148	A
USGS	09073300	2013-06-03 04:45	MDT	139	A
USGS	09073300	2013-06-03 05:00	MDT	143	A
USGS	09073300	2013-06-03 05:15	MDT	139	A
USGS	09073300	2013-06-03 05:30	MDT	141	A
USGS	09073300	2013-06-03 05:45	MDT	139	A
USGS	09073300	2013-06-03 06:00	MDT	139	A
USGS	09073300	2013-06-03 06:15	MDT	139	A
USGS	09073300	2013-06-03 06:30	MDT	139	A
USGS	09073300	2013-06-03 06:45	MDT	137	A
USGS	09073300	2013-06-03 07:00	MDT	135	A
USGS	09073300	2013-06-03 07:15	MDT	135	A
USGS	09073300	2013-06-03 07:30	MDT	133	A
USGS	09073300	2013-06-03 07:45	MDT	133	A
USGS	09073300	2013-06-03 08:00	MDT	131	A
USGS	09073300	2013-06-03 08:15	MDT	131	A
USGS	09073300	2013-06-03 08:30	MDT	129	A
USGS	09073300	2013-06-03 08:45	MDT	131	A
USGS	09073300	2013-06-03 09:00	MDT	129	A
USGS	09073300	2013-06-03 09:15	MDT	129	A
USGS	09073300	2013-06-03 09:30	MDT	129	A
USGS	09073300	2013-06-03 09:45	MDT	127	A
USGS	09073300	2013-06-03 10:00	MDT	127	A
USGS	09073300	2013-06-03 10:15	MDT	125	A
USGS	09073300	2013-06-03 10:30	MDT	125	A
USGS	09073300	2013-06-03 10:45	MDT	125	A
USGS	09073300	2013-06-03 11:00	MDT	121	A
USGS	09073300	2013-06-03 11:15	MDT	119	A
USGS	09073300	2013-06-03 11:30	MDT	121	A
USGS	09073300	2013-06-03 11:45	MDT	123	A
USGS	09073300	2013-06-03 12:00	MDT	119	A
USGS	09073300	2013-06-03 12:15	MDT	119	A
USGS	09073300	2013-06-03 12:30	MDT	119	A
USGS	09073300	2013-06-03 12:45	MDT	117	A
USGS	09073300	2013-06-03 13:00	MDT	117	A
USGS	09073300	2013-06-03 13:15	MDT	115	A
USGS	09073300	2013-06-03 13:30	MDT	117	A
USGS	09073300	2013-06-03 13:45	MDT	117	A
USGS	09073300	2013-06-03 14:00	MDT	117	A
USGS	09073300	2013-06-03 14:15	MDT	117	A
USGS	09073300	2013-06-03 14:30	MDT	117	A
USGS	09073300	2013-06-03 14:45	MDT	117	A
USGS	09073300	2013-06-03 15:00	MDT	117	A
USGS	09073300	2013-06-03 15:15	MDT	119	A
USGS	09073300	2013-06-03 15:30	MDT	119	A
USGS	09073300	2013-06-03 15:45	MDT	121	A
USGS	09073300	2013-06-03 16:00	MDT	123	A
USGS	09073300	2013-06-03 16:15	MDT	123	A
USGS	09073300	2013-06-03 16:30	MDT	125	A
USGS	09073300	2013-06-03 16:45	MDT	129	A
USGS	09073300	2013-06-03 17:00	MDT	133	A
USGS	09073300	2013-06-03 17:15	MDT	135	A
USGS	09073300	2013-06-03 17:30	MDT	139	A
USGS	09073300	2013-06-03 17:45	MDT	143	A
USGS	09073300	2013-06-03 18:00	MDT	150	A
USGS	09073300	2013-06-03 18:15	MDT	157	A
USGS	09073300	2013-06-03 18:30	MDT	157	A
USGS	09073300	2013-06-03 18:45	MDT	164	A
USGS	09073300	2013-06-03 19:00	MDT	166	A
USGS	09073300	2013-06-03 19:15	MDT	171	A
USGS	09073300	2013-06-03 19:30	MDT	179	A
USGS	09073300	2013-06-03 19:45	MDT	179	A
USGS	09073300	2013-06-03 20:00	MDT	179	A
USGS	09073300	2013-06-03 20:15	MDT	186	A
USGS	09073300	2013-06-03 20:30	MDT	184	A
USGS	09073300	2013-06-03 20:45	MDT	189	A
USGS	09073300	2013-06-03 21:00	MDT	186	A
USGS	09073300	2013-06-03 21:15	MDT	192	A
USGS	09073300	2013-06-03 21:30	MDT	192	A
USGS	09073300	2013-06-03 21:45	MDT	197	A
USGS	09073300	2013-06-03 22:00	MDT	197	A
USGS	09073300	2013-06-03 22:15	MDT	197	A
USGS	09073300	2013-06-03 22:30	MDT	197	A
USGS	09073300	2013-06-03 22:45	MDT	197	A
USGS	09073300	2013-06-03 23:00	MDT	197	A
USGS	09073300	2013-06-03 23:15	MDT	192	A
USGS	09073300	2013-06-03 23:30	MDT	194	A
USGS	09073300	2013-06-03 23:45	MDT	197	A
USGS	09073300	2013-06-04 00:00	MDT	194	A
USGS	09073300	2013-06-04 00:15	MDT	194	A
USGS	09073300	2013-06-04 00:30	MDT	197	A
USGS	09073300	2013-06-04 00:45	MDT	189	A
USGS	09073300	2013-06-04 01:00	MDT	194	A
USGS	09073300	2013-06-04 01:15	MDT	194	A
USGS	09073300	2013-06-04 01:30	MDT	189	A
USGS	09073300	2013-06-04 01:45	MDT	189	A
USGS	09073300	2013-06-04 02:00	MDT	181	A
USGS	09073300	2013-06-04 02:15	MDT	184	A
USGS	09073300	2013-06-04 02:30	MDT	184	A
USGS	09073300	2013-06-04 02:45	MDT	181	A
USGS	09073300	2013-06-04 03:00	MDT	181	A
USGS	09073300	2013-06-04 03:15	MDT	179	A
USGS	09073300	2013-06-04 03:30	MDT	179	A
USGS	09073300	2013-06-04 03:45	MDT	179	A
USGS	09073300	2013-06-04 04:00	MDT	176	A
USGS	09073300	2013-06-04 04:15	MDT	169	A
USGS	09073300	2013-06-04 04:30	MDT	169	A
USGS	09073300	2013-06-04 04:45	MDT	166	A
USGS	09073300	2013-06-04 05:00	MDT	169	A
USGS	09073300	2013-06-04 05:15	MDT	166	A
USGS	09073300	2013-06-04 05:30	MDT	166	A
USGS	09073300	2013-06-04 05:45	MDT	164	A
USGS	09073300	2013-06-04 06:00	MDT	164	A
USGS	09073300	2013-06-04 06:15	MDT	164	A
USGS	09073300	2013-06-04 06:30	MDT	161	A
USGS	09073300	2013-06-04 06:45	MDT	161	A
USGS	09073300	2013-06-04 07:00	MDT	159	A
USGS	09073300	2013-06-04 07:15	MDT	159	A
USGS	09073300	2013-06-04 07:30	MDT	157	A
USGS	09073300	2013-06-04 07:45	MDT	157	A
USGS	09073300	2013-06-04 08:00	MDT	154	A
USGS	09073300	2013-06-04 08:15	MDT	157	A
USGS	09073300	2013-06-04 08:30	MDT	150	A
USGS	09073300	2013-06-04 08:45	MDT	150	A
USGS	09073300	2013-06-04 09:00	MDT	148	A
USGS	09073300	2013-06-04 09:15	MDT	148	A
USGS	09073300	2013-06-04 09:30	MDT	145	A
USGS	09073300	2013-06-04 09:45	MDT	145	A
USGS	09073300	2013-06-04 10:00	MDT	145	A
USGS	09073300	2013-06-04 10:15	MDT	143	A
USGS	09073300	2013-06-04 10:30	MDT	143	A
USGS	09073300	2013-06-04 10:45	MDT	141	A
USGS	09073300	2013-06-04 11:00	MDT	139	A
USGS	09073300	2013-06-04 11:15	MDT	139	A
USGS	09073300	2013-06-04 11:30	MDT	137	A
USGS	09073300	2013-06-04 11:45	MDT	137	A
USGS	09073300	2013-06-04 12:00	MDT	137	A
USGS	09073300	2013-06-04 12:15	MDT	137	A
USGS	09073300	2013-06-04 12:30	MDT	139	A
USGS	09073300	2013-06-04 12:45	MDT	133	A
USGS	09073300	2013-06-04 13:00	MDT	131	A
USGS	09073300	2013-06-04 13:15	MDT	139	A
USGS	09073300	2013-06-04 13:30	MDT	135	A
USGS	09073300	2013-06-04 13:45	MDT	135	A
USGS	09073300	2013-06-04 14:00	MDT	135	A
USGS	09073300	2013-06-04 14:15	MDT	133	A
USGS	09073300	2013-06-04 14:30	MDT	135	A
USGS	09073300	2013-06-04 14:45	MDT	135	A
USGS	09073300	2013-06-04 15:00	MDT	133	A
USGS	09073300	2013-06-04 15:15	MDT	135	A
USGS	09073300	2013-06-04 15:30	MDT	137	A
USGS	09073300	2013-06-04 15:45	MDT	135	A
USGS	09073300	2013-06-04 16:00	MDT	139	A
USGS	09073300	2013-06-04 16:15	MDT	139	A
USGS	09073300	2013-06-04 16:30	MDT	141	A
USGS	09073300	2013-06-04 16:45	MDT	141	A
USGS	09073300	2013-06-04 17:00	MDT	143	A
USGS	09073300	2013-06-04 17:15	MDT	148	A
USGS	09073300	2013-06-04 17:30	MDT	148	A
USGS	09073300	2013-06-04 17:45	MDT	152	A
USGS	09073300	2013-06-04 18:00	MDT	152	A
USGS	09073300	2013-06-04 18:15	MDT	157	A
USGS	09073300	2013-06-04 18:30	MDT	157	A
USGS	09073300	2013-06-04 18:45	MDT	159	A
USGS	09073300	2013-06-04 19:00	MDT	161	A
USGS	09073300	2013-06-04 19:15	MDT	161	A
USGS	09073300	2013-06-04 19:30	MDT	166	A
USGS	09073300	2013-06-04 19:45	MDT	166	A
USGS	09073300	2013-06-04 20:00	MDT	166	A
USGS	09073300	2013-06-04 20:15	MDT	171	A
USGS	09073300	2013-06-04 20:30	MDT	166	A
USGS	09073300	2013-06-04 20:45	MDT	171	A
USGS	09073300	2013-06-04 21:00	MDT	171	A
USGS	09073300	2013-06-04 21:15	MDT	174	A
USGS	09073300	2013-06-04 21:30	MDT	174	A
USGS	09073300	2013-06-04 21:45	MDT	176	A
USGS	09073300	2013-06-04 22:00	MDT	174	A
USGS	09073300	2013-06-04 22:15	MDT	174	A
USGS	09073300	2013-06-04 22:30	MDT	176	A
USGS	09073300	2013-06-04 22:45	MDT	179	A
USGS	09073300	2013-06-04 23:00	MDT	179	A
USGS	09073300	2013-06-04 23:15	MDT	176	A
USGS	09073300	2013-06-04 23:30	MDT	176	A
USGS	09073300	2013-06-04 23:45	MDT	174	A
USGS	09073300	2013-06-05 00:00	MDT	176	A
USGS	09073300	2013-06-05 00:15	MDT	174	A
USGS	09073300	2013-06-05 00:30	MDT	174	A
USGS	09073300	2013-06-05 00:45	MDT	171	A
USGS	09073300	2013-06-05 01:00	MDT	174	A
USGS	09073300	2013-06-05 01:15	MDT	176	A
USGS	09073300	2013-06-05 01:30	MDT	174	A
USGS	09073300	2013-06-05 01:45	MDT	166	A
USGS	09073300	2013-06-05 02:00	MDT	174	A
USGS	09073300	2013-06-05 02:15	MDT	171	A
USGS	09073300	2013-06-05 02:30	MDT	171	A
USGS	09073300	2013-06-05 02:45	MDT	166	A
USGS	09073300	2013-06-05 03:00	MDT	164	A
USGS	09073300	2013-06-05 03:15	MDT	166	A
USGS	09073300	2013-06-05 03:30	MDT	164	A
USGS	09073300	2013-06-05 03:45	MDT	164	A
USGS	09073300	2013-06-05 04:00	MDT	164	A
USGS	09073300	2013-06-05 04:15	MDT	164	A
USGS	09073300	2013-06-05 04:30	MDT	161	A
USGS	09073300	2013-06-05 04:45	MDT	161	A
USGS	09073300	2013-06-05 05:00	MDT	159	A
USGS	09073300	2013-06-05 05:15	MDT	159	A
USGS	09073300	2013-06-05 05:30	MDT	159	A
USGS	09073300	2013-06-05 05:45	MDT	157	A
USGS	09073300	2013-06-05 06:00	MDT	157	A
USGS	09073300	2013-06-05 06:15	MDT	154	A
USGS	09073300	2013-06-05 06:30	MDT	154	A
USGS	09073300	2013-06-05 06:45	MDT	154	A
USGS	09073300	2013-06-05 07:00	MDT	154	A
USGS	09073300	2013-06-05 07:15	MDT	152	A
USGS	09073300	2013-06-05 07:30	MDT	152	A
USGS	09073300	2013-06-05 07:45	MDT	152	A
USGS	09073300	2013-06-05 08:00	MDT	145	A
USGS	09073300	2013-06-05 08:15	MDT	145	A
USGS	09073300	2013-06-05 08:30	MDT	145	A
USGS	09073300	2013-06-05 08:45	MDT	143	A
USGS	09073300	2013-06-05 09:00	MDT	143	A
USGS	09073300	2013-06-05 09:15	MDT	141	A
USGS	09073300	2013-06-05 09:30	MDT	141	A
USGS	09073300	2013-06-05 09:45	MDT	143	A
USGS	09073300	2013-06-05 10:00	MDT	141	A
USGS	09073300	2013-06-05 10:15	MDT	141	A
USGS	09073300	2013-06-05 10:30	MDT	139	A
USGS	09073300	2013-06-05 10:45	MDT	139	A
USGS	09073300	2013-06-05 11:00	MDT	139	A
USGS	09073300	2013-06-05 11:15	MDT	139	A
USGS	09073300	2013-06-05 11:30	MDT	137	A
USGS	09073300	2013-06-05 11:45	MDT	137	A
USGS	09073300	2013-06-05 12:00	MDT	137	A
USGS	09073300	2013-06-05 12:15	MDT	135	A
USGS	09073300	2013-06-05 12:30	MDT	135	A
USGS	09073300	2013-06-05 12:45	MDT	135	A
USGS	09073300	2013-06-05 13:00	MDT	135	A
USGS	09073300	2013-06-05 13:15	MDT	135	A
USGS	09073300	2013-06-05 13:30	MDT	135	A
USGS	09073300	2013-06-05 13:45	MDT	133	A
USGS	09073300	2013-06-05 14:00	MDT	133	A
USGS	09073300	2013-06-05 14:15	MDT	135	A
USGS	09073300	2013-06-05 14:30	MDT	135	A
USGS	09073300	2013-06-05 14:45	MDT	135	A
USGS	09073300	2013-06-05 15:00	MDT	137	A
USGS	09073300	2013-06-05 15:15	MDT	137	A
USGS	09073300	2013-06-05 15:30	MDT	139	A
USGS	09073300	2013-06-05 15:45	MDT	143	A
USGS	09073300	2013-06-05 16:00	MDT	143	A
USGS	09073300	2013-06-05 16:15	MDT	150	A
USGS	09073300	2013-06-05 16:30	MDT	157	A
USGS	09073300	2013-06-05 16:45	MDT	159	A
USGS	09073300	2013-06-05 17:00	MDT	169	A
USGS	09073300	2013-06-05 17:15	MDT	171	A
USGS	09073300	2013-06-05 17:30	MDT	176	A
USGS	09073300	2013-06-05 17:45	MDT	184	A
USGS	09073300	2013-06-05 18:00	MDT	192	A
USGS	09073300	2013-06-05 18:15	MDT	197	A
USGS	09073300	2013-06-05 18:30	MDT	205	A
USGS	09073300	2013-06-05 18:45	MDT	213	A
USGS	09073300	2013-06-05 19:00	MDT	216	A
USGS	09073300	2013-06-05 19:15	MDT	219	A
USGS	09073300	2013-06-05 19:30	MDT	225	A
USGS	09073300	2013-06-05 19:45	MDT	228	A
USGS	09073300	2013-06-05 20:00	MDT	231	A
USGS	09073300	2013-06-05 20:15	MDT	243	A
USGS	09073300	2013-06-05 20:30	MDT	243	A
USGS	09073300	2013-06-05 20:45	MDT	246	A
USGS	09073300	2013-06-05 21:00	MDT	249	A
USGS	09073300	2013-06-05 21:15	MDT	246	A
USGS	09073300	2013-06-05 21:30	MDT	249	A
USGS	09073300	2013-06-05 21:45	MDT	246	A
USGS	09073300	2013-06-05 22:00	MDT	249	A
USGS	09073300	2013-06-05 22:15	MDT	249	A
USGS	09073300	2013-06-05 22:30	MDT	253	A
USGS	09073300	2013-06-05 22:45	MDT	279	A
USGS	09073300	2013-06-05 23:00	MDT	279	A
USGS	09073300	2013-06-05 23:15	MDT	286	A
USGS	09073300	2013-06-05 23:30	MDT	286	A
USGS	09073300	2013-06-05 23:45	MDT	282	A
USGS	09073300	2013-06-06 00:00	MDT	286	A
USGS	09073300	2013-06-06 00:15	MDT	279	A
